,Unnamed: 0,user_id,content,class_with,class_without,sentiment,user_name
51,51,2788246892,i don’t know who needs to hear this but if your earthday content does not talk about equitable rapid large scale emissions reductions andor honoring indigenous rights amp leadership as a pathway to mitigate amp adapt to then we clapping_hands_medium_skin_tone literally clapping_hands_medium_skin_tone do clapping_hands_medium_skin_tone not clapping_hands_medium_skin_tone need clapping_hands_medium_skin_tone it clapping_hands_medium_skin_tone,3,2,Positive,_jadebegay
52,52,810282809482944512,when can we expect the australian press to put front amp centre of the election campaign auspol ausvotesmy sincere amp serious challenge to journalists please let’s frame this election campaign around the significant important issues like cost of living integrity amp accountability in govt amp meaningful reconciliation with indigenous aust’ns elections auspolas a mental health professional i dare predict that the mental health of many australians will improve with a change of govt people long for a renewal of hope the restoration of vision amp competence in govt amp more than anything meaningful action on why is talking about at times of natural disasters or at any time considered political,3,2,Positive,JosieMcskimming
53,53,722397546027610116,happy easter holidays from amboseli national park kenya in the background is mtkilimanjaro in tanzania kenya border doesnt have borders we have to fight for itany where climateaction is a state of harmony between men wildlife and land lets conserves and protect wildlife climateemergency,3,2,Positive,tukwa2
54,54,917397799972605953,unprecedented floods kill hundreds with dozens missing and feared dead and more than people affected by heavy rains in short is real and its wrecking havoc now,3,2,Positive,NakabuyeHildaF
55,55,1369998441531727879,melting ice due to is leading to mass mortality in seals yet canada keeps allowing the sealhunt urge canada to stopthesealhunt once and for all savetheseals endthesealhuntgood furfree,3,0,Negative,LeosAnimalPlan1
56,56,2881236430,key un finding widely misinterpreted poor communications by ⁦ mitigation report implies carbon emissions can peak by then drop by by to stay below °c report says emissions must drop as soon as possible failure of negotiations over the last years man_facepalming carbon dioxide levels still going up up_arrow causing rising global temperatures thermometer °c and rising right_arrow tornado dashing_away cloud_with_lightning_and_rain cyclone water_wave fire hot_face climate justice means and why we should care brilliant book by insightful timely and compelling … climatejustice is essential if we are to deal with is about climatejustice as globalwarming is driven by consumption of the very richest people in our global society of global emissions are emitted by just of the population of global emissions by of the population diseases amp our troubled relationship with nature authors suggest instead of piecemeal solutions to zoonotic diseases microbe tornado amp biodiversity loss deciduous_tree a systemic change in the way humanity functions and interacts with nature national_park ties with as the sixth warmest year on record there really is no way to deny climatecrisis than weather stations around the world beat their alltime highest temperature records in according to a climatologist who has been compiling weather records for over years climatecrisis speaking_head talk about seedling switch to plantbased diet high_voltage switch to renewable energy recycling_symbol reduce reuse amp recycle person_biking_medium-dark_skin_tone walkcycle more automobile use electrichybrid cars airplane stop flying dollar_banknote divest from fossil fuels satellite set up green company raised_fist protest placard cross_mark vote ballot_box_with_ballot,3,0,Positive,ProfMarkMaslin
57,57,1402192935056195586,when you understand that under capitalism a forest has no value until its cut downyou begin to understand the root of our ecological crises black_heart climatecrisis are a key component in ensuring planetary equilibrium each great whale sequesters an estimated tons of co on averagethus playing role against protecting whales is climate positive lovewhales red_heart savewhales dolphin environment is in usnot outside of us the trees are our lungs the rivers our bloodstream and what you do to the environment ultimately you do to yourself leaf_fluttering_in_wind savenature,3,0,Positive,ImandiU
58,58,1077214808,a major step forward in the history of aviation and clean transportation congratulations for creating the worlds first allelectric commuter jet right here in wa we are and will continue to be leaders in the fight against inspiring conversations on with these brilliant minds from today we talked about the equity issues worsened by climate change and how everyone impacted deserves a seat at the policy table thanks for having me conversation today with college students from these young adults get and their bright minds are part of the solution they’ll be watching the climateactionnow town hall tomorrow you can watch at time is now to take action on join me and for an inspiring conversation as we take your questions live register here see you next week climateactionnow physicians understand is bad for our planet and for our health i agree with them – we need climate action now,3,2,Positive,GovInslee
59,59,1180555549672460289,climate strike week climateactionnow extinctionrebellion,1,1,Neutral,AnnaKernahan
60,60,1510564101046816771,the climate is changing but are we climatecrisis climateactionnow climateaction saveearth savetheplanet,3,0,Neutral,HealTheEarth4
61,61,18219480,peterkalmus impassioned speech about really got me im closing my bank accounts with and moving my money to isreal saveourplanet divestfromfossilfuel,3,2,Positive,carayeates
62,62,66618330,loudspeaker are you a journalist passionate about developing compelling narratives around in the hkh are you interested in learning about video story production this is your chance apply now backhand_index_pointing_right rms simplesolutions protectthepulse,3,0,Positive,icimod
63,63,957872128354742272,scientists stage worldwide protests after ipccreport over scientists from countries took part in the scientist rebellion’s demonstrations last week,3,0,Neutral,1Hid1
64,64,1294974404233965570,last wk in miami we gave some hands to support with their annual beachcleanup blue_heart globe_showing_Americas sun_with_face flexed_biceps desert_island green_heart bitcoin reef defi green gogreen got more for miami our head of nft is there amp were supporting desert_island tropical_fish blue_heart sun_with_face green_heart globe_showing_Americas join us this friday for the beachcleanup amp other fun stuff bitcoin reef defi green gogreen,3,2,Positive,ReefDeFi
65,65,891196486221930496,this is too much please spread awareness globalwarming campaign peterkalmus gretathunberg scientistrebellion climateactionnow scientistprotest letthescientistbeheard lettheearthbreathe,3,2,Positive,glyndondave_rmt
66,66,113062227,it was the world’s fifthwarmest march on record with near recordlow march antarctic sea ice coverage says stateofclimate levels of powerful greenhouse gas methane rose by a record amount parts per billion last year highest annual up_arrow since start of measurements in per they averaged ppb greater than preindustrial levels climateaction and air pollution are inextricably linked our planet our health worldhealthday healthiertomorrow climateaction ice shelf in east antarctica with a surface of square kms square miles has collapsed this coincided with record heat in the coldest part of the world and record low antarctic sea ice sentinel European_Union satellite images via down-left_arrow before and down-right_arrow after is world meteorological day raising_hands this year we highlight the critical role of early warning systems and early action as an adaptive measure for warning more details about worldmetday and earlywarningearlyaction right_arrow and unprecedented heat in east antarctica with an atmospheric river bringing heat and moisture remote dome c research station saw a temperature nearly °c above normal beating the previous march record by a startling °c per meteorological day march highlights the critical role of early warning systems and early action to help communities adapt to and extreme weather worldmetday website resources earlywarningearlyaction was the th warmest february on record the th consecutive february and th consecutive month with temperatures above th century average antarctic sea ice extent was record low per global level february was not one of the warmest years on record but across a large portion of the arctic circle temperatures were more than °c above the average this matters to all of us from with data from and climate leaders call for urgent climateaction only of water on earth is available as freshwater glacier retreat sea level rise environmental degradation and population growth is a major threat to future water security long ago were the hottest and coldest years on record around the world check out this great dataviz from and see how our climate is changing globalwarming climateaction was one of the seven warmest thermometer fire years on record with ± °c above preindustrial level average global temperature according to our consolidated data globalwarming heatwave is impacting health energy and water supplies agriculture and more it reached °c in the capital buenos aires at yesterday per córdoba recorded temperature of °c increases intensity and frequency of heatwaves was th warmest year on record the last years have been the warmest years on record by clear margin says wmo will issue consolidated ranking based on all the major international datasets later in january global temperature for is forecast at between °c and °c central estimate of °c above average per this would be th straight year with temperatures at least °c above preindustrial levels,3,0,Positive,WMO
67,67,109944769,yrs ago i wrote a story abt forests every scientist i spoke wsaid we’re losing them to faster than expected and many aren’t coming back so decided dedicate an entire issue to the future of forests here it is thread,3,2,Positive,CraigAWelch
68,68,1438465661206863876,to what is happening right now bbms platform in adaptation cannot only change the philippines but the world vote wisely,3,2,Positive,anastasiavierra
69,69,1490836963112357888,double_exclamation_mark rt to spread double_exclamation_mark scientistprotest stopfossilfuel lettheearthbreathe,3,0,Neutral,jstfrsn
70,70,835466689,jisoo said listen up deciduous_tree globe_showing_Americas savetheearth scientistprotest lettheearthbreathe stopusingfossilfuels,3,2,Neutral,krysooyaaa
71,71,65888009,one of the leading causes of climate change is farming amp eating animals if you care you will change globalwarming plantbased govegan for animalrights,3,0,Neutral,VeganPoet
72,72,1160263164078022656,african people is nomore suffering from the it is now also suffering from hunger because of putins will destroying all voluntary in ukraine including farms we are not only living a bombs war but a hunger one also cc okjökull glacier declared dead after years of existence engraved a commemorative plaque “in the next years all our glaciers are expected to follow the same path ppm co km vs in ” for future generations as witness worldbearday please retweet this for the worldbearday an important celebration dedicated to the preservation of bears globe_with_meridians backhand_index_pointing_right bear backhand_index_pointing_right theyre endangered due to forests fires and depending on their colour color depending if youre british or american is worldmetday globe_showing_Asia-Australia weather temperatures amp water extremes become more frequent amp intense around the globe_with_meridians due to the backhand_index_pointing_right antarctica °c above normal this week red_exclamation_mark being prepared welcoming refugees can save many lives and protect the livelihoods of communities february the arctic was °c warmer than the average february of and all is normal pleading_face backhand_index_pointing_right downcast_face_with_sweat climate v report concludes its no longer possible for ecosystems to fully adapt to globalwarming impacts backhand_index_pointing_right the warns on the adaptation vulnerability to the backhand_index_pointing_right according to the ipcc report up to of species will disappear at °c of warming face_screaming_in_fear,3,0,Positive,BeeAsMarine
73,73,1465044446794641408,we would like to use our platform here double_exclamation_mark pls read and rt double_exclamation_mark simple ways to help our planet ⤷reuse packing mats avoid using new single use plastic ⤷delete unwanted emails ⤷avoid resleeving ⤷donate plastic that cant be reused to the plaf lettheearthbreathe,3,0,Positive,brightside_mnl
74,74,1254741319722778626,retweet and spread awareness double_exclamation_mark savemotherearth lettheearthbreathe stopfossilfuels scientistprotest,3,0,Neutral,sb19nizm
75,75,1379294048175808512,please take time to read this double_exclamation_mark let the earth breathe globe_showing_Americas leaf_fluttering_in_wind spread awareness double_exclamation_mark double_exclamation_mark double_exclamation_mark scientistprotest stopfossilfuel lettheearthbreathe,3,0,Neutral,chnchin01
76,76,2956724790,tifr nanocats is one of the qualified teams out of teams entered for carbon removal m prize hope we make it to top coindia co hydrogen,3,0,Positive,VPolshettiwar
77,77,17865542,globe_showing_Europe-Africa “if we are to meet the challenges that face us this century we need to cooperate better” calendar join us next month at the icc birmingham for where were convening global experts to catalyse action on amp inequalities,3,2,Positive,unibirmingham
78,78,1331496904757133312,globe_showing_Asia-Australia simple ways to help globe_showing_Asia-Australia delete unwanted emails unplug electronics you dont use save water and electricity plant more trees and plants spread double_exclamation_mark lettheearthbreathe,3,0,Positive,gvvyjpeg
79,79,1387630632096788480,not kpop related but pls read simple ways to help delete unwanted emails unplug electronics you dont use save water and electricity plant more trees and plants lettheearthbreathe,3,0,Positive,ksxnrise
80,80,1261200028548214785,help spread awarenes take time to read savetheearth scientistprotest lettheearthbreathe stopusingfossilfuels,3,0,Neutral,jichuhourly
81,81,1316227615926099968,how to help climate change spreadawareness letearthbreathe,3,0,Neutral,gbrdns143
82,82,1388882754457141252,this is very alarming so please take time to research and spread awareness about this extremely serious matter this is not a joke please let’s do our part to save the earth scientistprotest scientistrebellion lettheearthbreath endfossilfuels,3,2,Negative,oshaboveall
83,83,1420644584275603457,double_exclamation_mark double_exclamation_mark please take time to read this double_exclamation_mark double_exclamation_mark globalwarming campaign peterkalmus gretathunberg scientistrebellion climateactionnow scientistprotest,3,2,Neutral,kathleese
84,84,1494673092584812544,not enhypen related but please boost this we need to spread awareness even tho youre a small or big acc pay more attention to this protest seriously no one is talking about this matter we need to take action double_exclamation_mark double_exclamation_mark savemotherearth scientistprotest,3,2,Positive,jollibidangsaya
85,85,1370229031849750529,why is no one talking abt scientist protest we only have years to save earth please pay more attention to this protest scientistprotest,3,2,Positive,miyenhope
86,86,3107265097,new paper mentalhealth impacts of on young people positioning mental health impacts of singular climate events within the broader context of ongoing amp escalating climate change will better inform how to build young peoples resilience,3,0,Positive,AnneCleary_
87,87,1161326804759531520,cutting out meat amp dairy is the single most impactful thing an individual can do for the estimates that individual actions like switching to a more plantbased diet could collectively cut emissions by between by,3,2,Positive,50by40
88,88,16822995,beam me up being a tech geek ive dreamed about having solar panels nerd_face im finally generating my own power from the sun sun_with_face folded_hands_medium_skin_tone and feel like im doing a little bit for the planet well chuffed grinning_face renewableenergy solar climateaction greenenergy,3,0,Positive,ChrisBisson
89,89,1158475621,things are getting tough for many kenyans living in lower eastern area as one way of fighting hunger and i have decided to rent out my car in exchange for mango seedlings which we shall donate and plant in institutions within makueni and machakos counties,3,2,Positive,Captain_GreenKe
90,90,1226299611872022528,remember that time when one chinese doctor tried to warned us about covid and none of us listen lets not make that mistake again shall we scientistrebellion emergencymode fossilfuels scientistprotest,3,2,Neutral,gzlrq_
91,91,1134894192180809729,waste mismanagement is a disaster to the environment we should embrace recycling as a lifestyle because is now a reality together lets take responsibility of making globe_showing_Europe-Africa safer place to live plasticpollution climateactionnow ourplanetourhealth camera_with_flash,3,2,Negative,Marwamohabe1
92,92,2803191,at we’ve always had a commitment to positive globalimpact today we reached another milestone by setting goals to reduce value chain footprint and catalyzing industrywide action to address,3,0,Positive,intel
93,93,1394975254418763790,loudspeaker police_car_light today we launch our new positioning paper to guide urgent global action on chart_increasing globe_showing_Americas a critical pathway for a manageable future for our planet click the link below to read the full report backhand_index_pointing_down,3,0,Positive,ClimateCrisisAG
94,94,223479834,there is agreement among scientists that “ fuelled heavier rainfall during a series of storms that battered southern africa earlier this year the kznflooding is yet another instance we can no longer afford to ignore the climatecrisis,3,2,Neutral,350Africa
95,95,735226507,why were scientists especially a nasa scientist arrested for having a non violent protest about the dangers of climate change scientistrebellion,3,0,Negative,Tsubaki564
96,96,480196886,remember every single time you hear that is “irreversible” that means that a certain level of climate awfulness is now unavoidable but the climatecrisis is not an onoff switch it’s a exponential dial just how bad it will get is still up to us climatecrisis “the latest climate report from the makes it clear that we need to build cities differently as part of a long list of solutions that the world needs to quickly deploy to have a chance of avoiding the worst impacts of ” good news is the same smart citybuilding solutions that would mitigate would also help address the housing amp affordability crises the inequity systemic racism amp classism designed into zoning and the public health crisis baked into the design of our suburbsremember every single time you hear that is “irreversible” that means that a certain level of climate awfulness is now unavoidable but the climatecrisis is not an onoff switch it’s a exponential dial just how bad it will get is still up to us climatecrisisthat separated protected lane absolutely fights and air pollution and inequality and preventable diseases and public health cost increases and cost of living increases and tax increases and it supports economic devt amp allows more trips in a lot less space separated protected lane sure does fight and air pollution and inequality and preventable diseases and public health cost increases and cost of living increases and tax increases and wasted space in cities and don’t forget evil dictators russia someone claims it’s “safer” to get around in a car remind them that million people are killed each year k a day in traffic crashes with millionyear seriously injured it’s the no killer of young people before pollution amp are factored in separated protected lane absolutely fights and air pollution and inequality and preventable diseases and public health cost increases and cost of living increases and tax increases and it supports economic devt amp allows more trips in a lot less space,3,2,Positive,BrentToderian
97,97,17137628,the generationequality ecosoc youth forum is your opportunity to reflect on the synergies between genderbased violence peace and security and covid recovery thinking_face find out more backhand_index_pointing_down register now against women and girls and are connected climate change heightens risk of violence against women and girls read more in our policy brief the sidelines of csw african women leaders came together to discuss the impact of on women in africa and the leadership roles that women are playing in mitigating the impacts of climate change backhand_index_pointing_down the hours of generationequality at csw the global alliance for care gathered alongside diverse advocates to highlight that tackling amp building resilient societies is dependent on the development of sustainable care systems caring for their communities to conserving wildlife and oceanswomen and girls are working to protect our planet from the threats of csw so many women are on the frontlines of the fight they are uniquely situated to be agents of change and help find ways to mitigate the causes of global warming amp adapt to the impacts on the ground on iwd video_camera need the worlds greatest minds to tackle its time to recognize the climateaction contributions by womeninscience lets smash the stereotypes that hold women amp girls back,3,0,Positive,UN_Women
98,98,1297793920340905984,gujarat kerala amp punjab top performers in niti aayog’s new energy amp climate index tell me location of cop of minamata convention that took place recently quiz,3,2,Positive,DrGauravGarg4
99,99,296824934,lets discover oranges activities around the world handshake meet jacek climate officer in poland folded_hands his job and actions to federate teams around climate issues and working together to reduce emissions and accelerate towards net zero by orangegoesgreen globe_showing_Europe-Africa herb,3,0,Neutral,orange
100,100,1319165954820087808,who will take the environment and ministry pakistan is in top ten countries most vulnerable to climate change someone serious who knows the subject and is already an environmental activist should take this one please there’s a lot to work on,3,2,Positive,gabeeno
101,101,3459051,our thoughts are with the communities in the philippines affected by tropicalstorm megi it’s the middle of the dry season in the philippines yet they are dealing with deadly landslides amp flooding next ipcc report is coming out on feb the focus of this report will be impact and mitigation with social justice as a key element here are some facts on and its effects on oceans from the last ipcc report what future do we want to see of colour are disproportionately affected by the climatecrisis the impact of on zimbabwes subsistence farming communities on top of already dire socioeconomic conditions is forcing girls into sex work mapa intersectionality,3,0,Positive,Greenpeace
102,102,1499476545177538566,people who deny that humans are wreaking havoc on the planet’s life support systems astound me with their hot air and baloney they spout more gas than exxon mobil the damage is obvious from to water and airpollution to swirling plastic patches in the oceans was driving down a flooded road in new york after a night of heavy rain just bad weather dont worry not i saw this guys head sticking out of a large puddle so i waded over asked if he needed a lift ‘no thanks love’ the guy replied ‘i’m on my bike’ lets be straight a review of scientific papers found the consensus on the cause of to be the fault of humanity a study concluded that over of scientific papers agree with the earlier conclusion enough said climatecrisis,3,2,Positive,OracleOfTears
103,103,15719232,this biomedical security state apparatus…is going to be used for other purposes …there are social issues…that have been redefined as public health issues would be one obvious example—dr red_circle watch full television clip below backhand_index_pointing_down,3,2,Positive,JanJekielek
104,104,810726799256809473,brazils amazon rainforest has already reached a new deforestation record this year tiredearth biodiversity countries have moral obligation to finance biodiversity conservation around the world tiredearth finance in americans now alarmed by why arent our leaders tiredearth globalwarming renewableenergy climate,3,2,Positive,Tiredearth
105,105,1339821457,hear her roar double_exclamation_mark environment sustainability nature globalwarming savetheplanet climate climatecrisis ecofriendly climateaction zerowaste sustainable earth gogreen isreal,1,1,Neutral,EnergyHouseVA
106,106,39002335,the heroes of the movement have the biggest carbon footprints an inconvenient truthif youve bought a waterfront mansion or a private island you dont believe in catastrophic you just dontthey called it because they cant decide if its getting hotter or colder wetter or drieras sydney expanded it built suburbs over natural drainage points the same rain still falls but now buildings concrete and roads channel it into smaller exit points leading to higher and faster rapids its not its urbanisation fearmongering by the education system politicians and the press absolutely is child abuse outsiders skynews auspol politics politics in australia activists complain that theres not enough water activists stop governments building dams activists complain about floods repeatconservative leaders are struggling to understand why their voting base is fractured the answer is easy leaders betrayed party values they followed tyrannical global bureaucracies into and covid they have become weak yes men for the lefti love how the worlds media can only deal with one apocalypse at a time so they kinda just shelve them for a bit lol you wait until after covid covid sorry bro you have to hold up until we do this ukrainerussiawar thing whats next aliens thinking_face politicians blame floods on because they do not want anyone to talk about their mismanagement of water resources badly managed floodgates and dam releases in urban areas are the major drivers of sudden and unexpectedly dangerous flooding on the east coastif the planet is about to end in a apocalypse due to carbon emissions why isnt war banned it seems ordinary people arent allowed to own a car but its totally fine for the worlds virtuesignalling super powers to burn cities to the ground ipcc unour governments dont want to build dams because if they manage water resources correctly they cant tax you for have you admitted yet that netzero and other policy was a trojan horse sent to destroy the energy security of the west or are you still going to run a green campaign at the federal electioni dont know bolt your point about clive palmer and taking the covid vaccine is the same trick that shills pull no matter what the weather it is used to justify tax well plenty of fullyvaccinated people are in hospital with covid which you neglect to sayvaccinepassports amp digitalidentity brought to you by the same people as the canberraprotest is the biggest rally ever held in canberra if this was metoo blacklivesmatter or it would be the only news headline but because it goes against the official narrative for both politicians and their pets in the press it is ignoredill believe the apocalyptic narrative when the billionaires repeating it stop flying around in private jets living in multiple mansions riding in super yachts driving fleets of fast cars launching rockets and terraforming private islands into sex denswhy is the government terrified of citizens questioning covid and is their science so weak that it cannot stand up to scrutiny from ordinary people if so it has no business calling itself science its propagandathe biggest fakenews scam of all time is a lie propagated by international bureaucracies and businesses to create trilliondollar fortunes from the working class purseokay ash barty is great but the press are falling over themselves with glee that she is being flown home in a private jet this is the same crazy press that doesnt think we should be allowed to fly or drive pick a lane msm is the world ending or noti notice the cultists havent mentioned that the australian summer has been so wet and humid that everythings growing like its the day of the triffids even the parts of bush completely incinerated in the bushfires are well on the way to recoveryimagine trying to save the world from by bringing in global socialism and medical fascism i mean what could possibly go wrongi notice that the zealots in the mainstream media never mention all these cold wet summer days were having in sydney shouldnt they be thrilled that their diet of bugs and tofu is workingit must suck to be a teenager imagine panicking about and covid at the same time grinning_squinting_face,3,2,Negative,ellymelly
107,107,759490818755457024,one of the effects of we teach is more intense rainfall whats the link between warmer temperatures amp rainfall intensity this geography diagram explains each degree of warming the airs capacity for water vapor goes up by about geographyteacher visual geography diagram illustrating the effects of ruralland degradation amp benefits from restoring ecosystems desertification amp soil erosion affects livelihoods biodiversity amp deforestation contributes to geographyteacher source powerful reminder that affects the worlds most vulnerable communities disproportionately this informative geography visual details effects on africa desertification displacement drought flooding water insecurity amp lower crop yields more check out this excellent infographic detailing future of agriculture and food impacted by adaptation will be the key from arable pastoral farming to fisheries an amazing graphic to show classes geography,3,0,Positive,shiv_teaching
108,108,2562240601,the world is perilously close to tipping points of irreversible these are that keep scientists up at night the worlds scientists say the climatecrisis is upon us unless we actnow crucial planetary systems are in imminent peril,3,0,Neutral,ProfStrachan
109,109,24782816,when food becomes too expensive when heating your home become too expensive when driving to work becomes too expensive you know what you aint gonna give a damn about there are no giant batteries to keep the lights on for weeks on end renewables,3,2,Negative,alan_poirier
110,110,233335579,i believe coastal residents and the ocean habitat can feel together magical the quality of coastal life is driven by its residents and how they feel while theyre the sustainable use of this land florida coastalliving trees are important protectors shielding land and coastal areas from storms tsunamis sea level rise and erosion florida coastalliving,3,0,Positive,RSipakov
111,111,851207343303868416,million people are affected by drought in utah we need to reevaluate the way in which we store manage and distribute our water drought utah water,3,0,Neutral,VoteDarlene
112,112,1314629071838605318,for the first time wind and solar generated more than of electricity globally in according to the global electricity review renewableenergy solarenergy windpower carbonfootprint netzero climateaction climategood,0,0,Positive,climate_good
113,113,39085195,megaphone countries have jointly pledged more than ⃣ billion for providing a major boost to international efforts to protect biodiversity amp curb threats from thermometer globe_showing_Asia-Australia read the press release gef healthyplanethealthypeople out of three people in somalia depend on subsistence agriculture yet is worsening desert droughts droplet flash floods tomato crop failure seedling soil fertility discover how and are helping local communities adapt,3,0,Positive,theGEF
114,114,1081646772852805632,cpsavesoil scientists engage in a discussion with about the initiative which was introduced by the french government in to improve soil health and in turn prevent and food shortages join live …,3,0,Positive,SuryaIshaYoga1
115,115,1467080747479666691,scientists engage in a discussion with about the initiative which was introduced by the french government in to improve soil health and in turn prevent and food shortages join live savesoil savesoilparis urges the people to enquire why soil degradation is not spoken about when it accounts for of savesoil join live consciousplanet,3,0,Positive,cpsavesoil
116,116,1207312264161832960,as the temp of the planet increases the sealevels are also rising the impacts of are disastrous for the sake of future generationslet us all raise our voices not the sea level fridaysforfuture ourplanetourhealth climateactionnow in kenya has led to frequent droughts that is leading to lossanddamage and today during the globalclimatestrike we raise our voices and demand the leaders for climateaction and peoplenotprofits is just a fuel to and to solve the climatecrisis we must say no to new fossilfuels projects stoptotal stopeacop aueusummit collapsetotal stopfossilfueldestruction has already had observable effects on the environment glaciers are shrinking rise of the sea levels intense heat waves combat the climatecrisis by planting mangroves since they pull and store massive amounts of greenhouse gases from the atmosphere forests help mitigate by pulling massive amounts of greenhouse gases from the atmosphere and storing them in their soils up to four times as much carbon as other tropical forests climateaction climateactionnow,3,0,Negative,HarunanySumaiya
117,117,1417291166224207872,i am crying with these scientists these nasa scientists chained themselves to a chase bank as part of global climate change protests more than dozen cops came to arrest them video showmeyourmask on tiktok demvoice,3,0,Positive,samlo_xo
118,118,49706968,abnormally high temperatures are the new normal the latest california heatwave is the worldhealthday reminder we didnt need that our planet is in poor health courtesy of industrycaused isreal,3,0,Positive,CenterEnvHealth
119,119,1167873806,a healthy environment healthy humans is not only harming the globe_showing_Asia-Australia but our own health as well this worldhealthday let’s work together for a healthiertomorrow what’s the healthy habit you have that also helps the environment recycling_symbol share in the comments below,3,0,Positive,ManushiChhillar
120,120,14342564,just in noaa scientists observed the largest annual increase of atmospheric methane since systematic measurements began in details earthmonthnoaa greenhousegases ipcc climate change impacts report comes out early next week find out why this international largescale report is so important research,3,0,Positive,NOAA
121,121,189868631,peace underpins all that is good in our societies as the globe_showing_Europe-Africa is facing multiple emergencies with conflict covid and heres why we need to focus on health and wellbeing to drive peace my piece on worldhealthday for healthiertomorrow striving to end the covid pandemic in will work across multiple fronts to promote healthforall strengthen health systems beatncds beatntds promote repro health protect people from health threats posed by amp more,3,0,Positive,DrTedros
122,122,2409488466,human health is synonymous with planetary health on worldhealthday let us commit to tackling the toxic trail of economic growth biodiversity loss pollution amp waste because all people have the right to a clean and healthy environment healthiertomorrow to engage with major groups and stakeholders ahead of unea my deep appreciation for holding up the mirror as we seek to make global progress on the triple planetary crisis of nature loss pollution,3,0,Positive,andersen_inger
123,123,766136186268160000,i’m tired of hearing from the fossil fuel lobby australians generally are tired of the debate the rest of the world has moved on and we are being left behind i blame a decade of deplorable lnp equivocation qanda,3,2,Negative,jmil400
124,124,2615581908,boycottqanda tonight theyve invited on a guest who will promote dangerous lies about science and about the future of our planet the abc believes this can all be washed away by having a good host hold them to account almost as dangerous as not believing in to see albanese speaking with conviction and fire also the team behind him not looking like they want to slide off their seats slink out the door and sink ten tinnies joshthegeranium budget,3,2,Negative,RonniSalt
125,125,2706075254,all health amp care professionals have an important role to play in taking action on glowing_star glowing_star glowing_star glowing_star glowing_star glowing_star glowing_star glowing_star glowing_star glowing_star glowing_star glowing_star glowing_star access our new allourhealth climate change elearning resource to enhance your knowledge amp action on this important issue today,3,0,Positive,JamieWaterall
126,126,40001204,biodiversity has many benefits when it comes to good health and wellbeing such as thermometer reducing the impacts of microbe preventing infectious diseases red_apple provisioning water food and clean air blue_heart and much more this worldhealthday learn more right_arrow the “rainforests of the sea” coralreefs are some of the most biodiverse ecosystems on the planet but have been threatened by changes to our oceans resulting from water_wave tropical_fish crab fish squid globe_showing_Americas learn more about coralreefs and how you can help via infographic right_arrow_curving_down breaking the has just released its latest climatereport on the mitigation of leaders must lead but all of us can do our part — secretarygeneral read the report right_arrow fornature climateaction supporting biodiversity to improving human health trees benefit people and our planet globe_showing_Europe-Africa seedling office_building palm_tree house_with_garden evergreen_tree classical_building deciduous_tree hotel shows that trees and urban forests are important naturebasedsolutions for adapting to in cities intlforestday breaking the latest climatereport from is out now humaninduced is causing dangerous and widespread disruption in nature and affecting the lives of billions of people around the world new ipcc report right_arrow are among earths mighty tiny superheroes green_heart they arent just essential for food security and nutrition pulses are also critical in our fight against the twin crises of and biodiversity loss for worldpulsesday lets celebrate and lovepulses decade is critical for combating and saving one million species the decade on ecosystemrestoration’s strategy identifies ⃣⃣ actions that can make a difference learn more about generationrestoration right_arrow via marks years since the rio earth summit which led to the creation of the rio conventions and explains the urgent need to address biodiversity loss and landdegradation together targets for protected amp conserved areas will help end nature loss improve food amp water security tackle reduce disaster risk amp sustain jobs more insights from new amp naturepositive report here,3,0,Positive,UNBiodiversity
127,127,18564887,as the rain continues to pour down amp s of nsw residents flee their homes surely must be clear that the disruption of is not just going to be a question of emergency funding here and there it’s going to take a whole new approach with a massive cost one day in the future more people will regard those who cause disruption to regular life with protests as heroes just like we see suffragettes who put their bodies on the line for our vote as heroes protest is not all that matters but it is significantdoes anyone else find it depressing to listen to reports of building up defence aukus sub base amp more when it’s so clear that we lack logistics amp billions in resources to tackle impacts of auspol,3,2,Positive,Wendy_Bacon
128,128,1487114625724338177,happy birthday to me the environmental activist growingold stephanimwangi,3,0,Positive,MrChiboya
129,129,24868107,if the most gastronomically revered nation on earth france and one that’s so based heavily on meats and cheeses is moving towards veganism then we are really getting somewhere seen in paris this week vegan veganfta veganfood,3,2,Positive,TanithCarey
130,130,2480072786,the is serious about zurich cuo brandon fick amp stewart sarkozybanoczy from met with the climate amp resiliency taskforce to build upon a multiyear program to strengthen climateresilience amp address social inequities in the us,3,2,Negative,ZurichAdvocacy
131,131,19050314,i was proud to present my proposal of doubling the greenbelt to include a bluebelt of critically important watersheds basins amp rivers today water is our life source amp its one of our best protections against extreme weather like flooding due to onpoli,3,0,Positive,MikeSchreiner
132,132,307826219,speaking at the puneafc our md amp ceo said that corporate india must rapidly adopt commercially viable clean solutions and collaborate with the government businesses amp stakeholders to invest in new clean technologies to help achieve goals,3,0,Positive,MahindraRise
133,133,123231225,switching to clean energy means we won’t have to import our energy from putin’s regime ever again ask the president to make the switch using our email template here ukraine russia putin fossilfree cleanenergy standwithukraine the latest ipcc report on thing is absolutely clear we cannot afford to squander the opportunity to enact effective solutions to senate must pass a bill and it should include a priceoncarbon for winning the bronze medal in the cross country sprint at beijing games and thank you for supporting a priceoncarbon to help preserve winters and snow from the ravages of west virginians have a message for please support strong action on short thread follows with individual messages lets help to make sure their messages are received,3,2,Positive,citizensclimate
